"","process_1","process_2","process_3","process_4","process_5","process_6","Size","Wastewater","COD","NH3N","TN","TP","Cr","Cr6","HWsum"
"200","1","1","1","1","1","0","2",19560,1.983,0.3966,0.3966,0.019329355,1.403726816,0.924653706,446.95
"325","1","1","0","1","1","0","3",103917,8.21,0.83,0.83,0.0017,0.171,0.154,450.421
"810","1","1","1","1","1","0","1",48283,1.07,0.0018,0.04,0.006,0.23,0.19,466.56
"238","1","1","1","1","0","0","3",60500,2.637,0.484,0.5324,0.059786604,0.242,0.242,486
"344","1","1","1","1","1","0","3",44494,3.52,0.1,0.1,0.048301028,1.424103921,0.354535036,486.316
"436","0","1","1","0","0","1","3",141263,7.9,1,2.3,0.024,57.9,10.45,487.89
"237","0","0","1","1","1","1","3",88416,5.24,0.7,0.77,0.087373428,0.353,0.353,490
"660","1","1","0","1","0","0","3",29643,2.35,0.13,0.19,0.014,0.29,0.29,498.84
"514","1","1","1","0","1","1","1",70000,11.222,0.535,0.55,0.069174584,5.023562226,3.309087903,521
"408","1","1","1","1","0","1","3",14620,1.15,0.08,0.08,0.015870927,0.008,0.008,522.86
"431","0","1","1","1","1","1","2",108138,8.54,0.76,0.76,0,0.1117,0.0809,547.97
"1181","0","1","0","1","1","1","2",65000,5.2,0.66,0.95,0.01,4.664736353,3.072724482,561.7
"614","1","0","1","1","1","1","1",73372,7.554,0.254,0.3559,0.0453,0.3,3.468491395,579.528
"202","0","1","1","1","1","1","2",103916,47.3408,5.9659,5.9659,0.102690658,164,164,607.24
"1271","0","1","1","1","1","1","2",470000,37.5,3.1,5.44,0.42,1.94,0.94,607.924
"501","1","1","1","1","1","1","2",144322,11.4,1.09,1.09,0.49,26,13.96,617.24
"951","1","0","1","1","1","1","2",136840,6.1304,1.1501,1.2652,0.135226429,0.2736,0.2736,645.593
"532","1","1","1","0","1","1","2",187126,14.78,1.34,1.34,0.06,8.2,2.3,704.78
"691","1","1","1","1","0","0","2",59398,4.19,0.41,0.41,0.014,1.12,0.238,712
"741","1","1","1","1","1","0","2",343013,30.53,3.12,3.12,0.338968307,9,1,712.798
"1741","1","1","1","1","1","0","2",450000,21.504,4.05,4.05,0.444693752,32.2943286,21.27270795,761.178
"713","0","1","1","1","1","1","2",182776,14.0555,1.7638,1.7638,0.180620767,13.11695156,8.640312152,873.04
"421","1","0","1","1","0","1","2",83714,6.61,0.64,0.64,0.025,0.196,0.196,886.07
"411","1","1","1","1","1","1","3",133188,10.96,0.66,0.66,0.144583929,10.1,6,937.5
"181","1","1","1","0","1","1","2",143120,6.44,0.1732,0.1732,0.036,10.2710318,6.765666582,947.406
"192","1","1","1","1","1","1","2",201307.5,6.0392,0.4026,0.4026,0.19893375,14.4468679,9.516345902,1101.435
"601","1","1","1","1","1","1","2",69100,2.3033,0.3946,0.4341,0.068285196,3.8388,3.266542487,1107.3
"452","1","0","1","1","1","1","2",211116,16.68,1.51,1.51,0.03,0,0,1129.29
"326","0","1","1","0","1","1","3",55316,4.37,0.12,0.12,0.054663732,3.969762402,2.614935807,1243.574
"206","1","1","1","0","1","0","2",230000,33.4155,0.0434,0.0477,0.227287918,1.7115,1.6512,1506.8
"407","0","1","1","1","0","1","3",26577,1.77,0.1,0.1,0.028851001,0.13,0.13,1761
"262","1","0","1","0","1","0","2",170925,7.29,0.807,0.8877,0.02,3.84,0.684,1766.8
"189","1","1","1","1","0","1","2",266033,11.1637,0.138,1.01,0.019,6.9975,3.1718,1767.98
"871","1","1","1","1","0","1","2",160000,14.5758,0.9453,0.9453,0.0464,0.8,0.32,1871.27
"183","1","1","1","1","1","1","1",144743,4.0206,0.3217,0.3217,0.143036239,0,0,2155.106
"391","1","1","1","0","1","0","3",54234,4.28,0.46,0.46,0.058874409,1.7358487,0.432144854,2248.25
"882","0","1","1","0","0","1","2",132671,32.2572,1.5667,1.5667,0.131106588,0.6634,0.2653,2670.315
