"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HWsum"
"4594","2","1","0","1","1","0","0","0","0","0","0","1",26.81176673,7.473833334,0.003771164,1153.068,5.288684041,0.083420472,0.703347468,0.043180447,0.019294011,0.130580298,0.017502638,0.536165183,22.01
"3221","2","0","1","0","0","0","0","0","0","1","0","1",26.476279,7.772258065,0.003723977,1138.64,5.222508296,0.082376656,0.694546688,0.042640143,0.019052591,0.128946385,0.017283633,0.529456306,2.5
"4202","4","1","0","1","1","0","0","0","0","0","0","1",535.2698424,7.448387097,1.117,23019.838,105.5832352,1.66540546,14.0416218,0.862054016,0.385185449,2.606903752,0.349422489,10.70399634,55.525
"5262","3","1","0","1","1","0","0","0","0","0","0","1",326.342,7.224,0.045203226,13821.3,63.3930425,0.999923131,8.430705176,0.517584319,0.231268511,8.347,0.209796135,6.426767409,19.512
"964","1","0","1","0","0","0","0","0","0","1","0","1",435.0358364,7.473833334,0.06118924,18709.17,85.81184179,1.353543577,11.41220409,0.700626787,0.313056071,2.118737997,0.283990041,8.699578477,4.0139
"3753","1","1","0","1","1","0","0","0","0","0","0","1",15.30017528,7.473833334,0.002152021,658,3.017995555,0.047604018,0.401366297,0.024640988,0.011010157,0.074515844,0.009987907,0.305963473,15.2425
"3968","4","1","0","1","1","0","0","0","0","0","0","1",48.822241,7.381290323,0.013089616,4002.27,18.35688916,0.030865,2.441301354,0.149878245,0.011696,0.453240925,0.026483,1.696332,56.1975
"3625","3","1","0","1","1","0","0","0","0","0","0","1",688.9,7.36483871,0.019325243,5908.87,18.999,1.406,3.60428765,0.1431,0.09887171,0.669155681,0.000236252,0.28,35.2138
"768","1","1","0","1","1","0","0","0","0","0","0","1",81.46508195,7.473833334,0.004517082,1381.139,6.33475891,0.099920618,0.842466028,0.091293665,0.00372029,0.156408418,0.003397624,0.611987678,17.2615
"2635","1","0","1","0","0","0","0","0","0","0","0","0",2.04622405,7.473833334,0.000287808,88,0.403622506,0.006366495,0.053678167,0.003295451,0.001472483,0.009965645,1.052731429,0.040919127,0.0086
"608","2","1","0","1","1","0","0","0","0","0","0","1",11.68905488,7.473833334,0.001644105,502.7,2.305693565,0.036368602,0.306636531,0.018825265,0.008411559,0.056928746,0.007630579,0.233750514,45.8506
"598","2","1","0","1","1","0","0","0","0","0","0","1",17.27540931,7.473833334,0.002429844,742.947,3.407615112,0.053749639,0.453182198,0.027822109,0.012431555,0.084135749,0.010235614,0.345462986,43.97
"2353","2","0","1","0","0","0","0","0","0","1","0","1",227.356719,7.225384615,0.006214041,1900,8.714576831,0.515945,1.158960433,0.163088456,0.031792246,0.215167332,0.051631473,9102.404999,2.25
"3986","4","1","0","1","1","0","0","0","0","0","0","1",73.96,7.608333333,0.012217034,3735.47,17.13317911,0.040066,2.27855891,0.139887036,0.08383,0.423026902,0.083728,1.81,53.34
"5203","3","1","0","1","1","0","0","0","0","0","0","1",26.590237,7.590967742,0.007829692,2394,10.98036681,0.173197599,1.460290146,0.089651253,0.04005823,0.271110838,0.062824,1.675008,14.88
"1345","2","0","1","0","0","0","0","0","0","1","0","1",70.532,7.473833334,0.004947872,1512.857,6.938899242,0.109449958,0.922811265,0.056653937,0.045476011,0.147048744,0.172188829,8.318815025,5
"1878","1","0","1","0","0","0","0","0","0","1","0","1",20.39713337,7.9305,0.002868925,877.2,4.023382524,0.063462378,0.535073733,0.032849657,0.033753297,0.09933936,0.013315185,0.407889299,2
"3899","4","1","0","1","1","0","0","0","0","0","0","1",245.232,7.310645161,0.026883614,8219.911,37.70160313,0.594682059,5.013974533,0.30782177,0.137541807,0.930871747,0.124771589,11.53149846,48.4719
"2680","2","0","1","0","0","0","0","0","0","1","0","1",53.5886,7.117209821,0.000683925,209.1164,0.959137334,0.015128846,0.127556649,0.0112,0.003499095,0.023681588,0.003174218,0.3433,1.538
"5285","3","1","0","1","1","0","0","0","0","0","0","1",138.5887,7.408518519,0.013703976,4190.116,19.21846727,0.303140364,2.555883502,0.15691276,0.07011221,0.474513727,0.063602566,1.948362379,39.04
"3148","1","0","1","0","0","0","0","0","0","1","0","1",10.729,7.459666667,0.000886155,270.95,1.242744522,0.019602293,0.165273858,0.010146619,0.004533742,0.030683994,0.00578734,0.125989062,2.07
"4752","1","0","1","0","0","0","0","0","0","0","0","0",100.335,7.435666667,0.001898043,580.344,4.061,0.738,0.353997755,0.021732902,0.009710757,0.065721616,0.008809152,0.615,0.98
"5115","2","0","1","0","0","0","0","0","0","1","0","1",1.2049,7.473833334,7.85e-05,24,0.110078865,0.001736317,0.0146395,0.000898759,0.000401586,0.002717903,0.000364301,0.011159762,4.765
"3534","2","0","1","0","0","0","0","0","0","1","0","1",16.2037,7.600967742,0.0048306,1477,6.774436831,0.106855829,0.900939242,0.055311153,0.024714288,0.167264289,0.028724,0.263573,4.58
"621","2","1","0","1","1","0","0","0","0","0","0","1",51.28390879,7.473833334,0.007213253,2205.518,10.11587161,0.15956158,1.345320051,0.08259292,0.036904406,0.249766013,0.033477976,1.025543994,38.101
"5052","2","0","1","0","0","0","0","0","0","1","0","1",13.40428359,8.04,0.001298879,576.4652,2.644026461,0.041705258,0.351631767,0.021587647,0.002272815,0.065282357,0.005845388,0.2680506,9.415
"4373","2","0","1","0","0","0","0","0","0","1","0","1",5.575355969,7.074516129,0.000784192,239.774,1.099752076,0.017346818,0.146257147,0.008979131,0.004012081,0.027153438,0.003639575,0.111492532,1.338
"3956","1","1","0","1","1","0","0","0","0","0","0","1",131.04,7.9057619,0.003411182,1043,4.783844018,0.075457433,0.63620828,0.039058587,0.01745227,0.118115541,0.015831895,5.12,31.8
"3072","3","1","0","1","1","0","0","0","0","0","0","1",80.51,6.956521739,0.011119703,3399.951,15.59428116,0.245974666,2.073899307,0.127322417,0.056890568,0.385030729,0.29,1.580943491,42.051
"814","4","1","0","1","1","0","0","0","0","0","0","1",108.0668354,7.934516129,0.015199961,4647.527,21.31643743,0.336232463,2.834894687,0.174042029,0.077765959,0.526313677,0.070545694,2.161053957,40.435
"3282","2","1","0","1","1","0","0","0","0","0","0","1",38.81783114,7.5404889,0.008622237,2636.3279,12.09183265,0.190729182,1.608105118,0.089015561,0.033296369,0.163578766,0.045961224,0.235345616,19.75
"1514","2","0","1","0","0","0","0","0","0","1","0","1",78.5157,7.51483871,0.015635477,4780.69,21.92720543,0.345866345,2.916121344,0.179028758,0.079994144,0.541393849,0.072567001,2.535408537,10.269
"830","2","1","0","1","1","0","0","0","0","0","0","1",7.27,7.333225806,0.001799142,550.104,2.52311767,0.039798117,0.335551984,0.020600465,0.016303105,0.062297058,0.008350133,0.255792904,15.763
"2686","2","0","1","0","0","0","0","0","0","1","0","1",12.98172434,7.56,0.000315799,96.5585,0.442877088,0.006985673,0.058898674,0.010246854,0.00161569,0.01093486,0.00146568,0.066931233,2.32
"4551","3","0","1","0","0","0","0","0","0","1","0","1",22.85039323,7.321,0.003213984,982.705,4.507293802,0.071095299,0.599429586,0.036800641,0.016443368,0.111287375,0.014916666,0.456948078,3.6
"2867","4","0","1","0","0","0","0","0","0","1","0","1",27.63634852,7.562333333,0.003887145,1188.53,5.451334737,0.085986024,0.724978549,0.044508439,0.019887389,0.134596226,0.018040922,0.552654661,4.918
"2366","2","0","1","0","0","0","0","0","0","1","0","1",234.502323,7.086774194,0.008627706,2638,12.09950194,2.82456,1.609125065,0.23632,0.044141024,0.298742854,0.065832,13.480459,8.29
"986","4","0","1","0","0","0","0","0","0","1","0","1",604.1,7.932903226,0.070423502,21532.63,98.76197816,1.557811118,13.13445589,0.806360591,0.039775364,2.438483448,0.010504954,95.88,1
"2233","1","1","0","1","1","0","0","0","0","0","0","1",20.4622405,7.473833334,0.002878082,880,4.036225059,0.063664949,0.536781674,0.032954512,0.01472483,0.099656449,0.013357687,0.409191271,45.78
"3882","2","0","1","0","0","0","0","0","0","1","0","1",11.846,6.772903226,0.001574789,481.506,2.208484753,0.03483529,0.293708633,0.018031586,0.008056925,0.054528611,0.007308871,0.223895514,2.416
"4429","2","1","0","1","1","0","0","0","0","0","0","1",0.803375465,7.473833334,0.000112997,34.55,0.1584677,0.002499573,0.021074781,0.001293839,0.000578117,0.003912648,0.000524441,0.016065407,45.7
"2023","1","0","1","0","0","0","0","0","0","0","0","0",0.132562765,7.96,1.86e-05,5.701,0.026148317,0.000412448,0.003477491,0.000213493,9.54e-05,0.000645615,8.65e-05,0.002650908,0.21
"2674","2","0","1","0","0","0","0","0","0","1","0","1",8.738868997,7.924482759,0.000212586,65,0.29813026,0.004702525,0.039648646,0.006897844,0.001087629,0.007360988,0.000986647,0.045055901,1.1
"850","1","0","1","0","0","0","0","0","0","1","0","1",0.99,7.005,1.76e-05,5.39,0.024721878,0.000389948,0.003287788,0.000201846,9.02e-05,0.000610396,8.18e-05,0.002506297,1.4
"625","2","1","0","1","1","0","0","0","0","0","0","1",40.32154247,7.473833334,0.005671359,1734.07,7.953519076,0.125453952,1.057746589,0.06493799,0.029015779,0.196376429,0.026321778,0.80632535,53.24
"5160","3","1","0","1","1","0","0","0","0","0","0","1",94.695331,7.418709677,0.016545703,5059,38.6291134,0.234401127,3.085884648,0.189450997,0.084651038,0.572911333,0.024291902,1.060346,25.3997
"4407","3","1","0","1","1","0","0","0","0","0","0","1",10.56121339,7.473833334,0.00148547,454.196,2.083224178,0.032859506,0.277050102,0.017008872,0.007599953,0.051435864,0.006894327,0.211196635,26.094
"2997","1","0","1","0","0","0","0","0","0","1","0","1",3.790165001,7.473833334,0.000533099,163,0.74761896,0.011792485,0.099426606,0.006104074,0.00272744,0.018459092,0.002474208,0.075793383,2.476
"190","1","1","0","1","1","0","0","0","0","0","0","1",24.53,6.973870968,0.0022263,1534,7.035874136,0.110979581,0.935708055,0.027942007,0.000756229,0.156065613,0.000133997,0.29,13.2
"758","1","0","1","0","0","0","0","0","0","1","0","1",65.05107761,7.473833334,0.003606957,1102.86,5.058399055,0.079788097,0.672721633,0.072899347,0.002970707,0.124894444,0.002713053,0.488681248,7.8225
"2029","1","0","1","0","0","0","0","0","0","0","0","0",0.90059436,8.253333333,0.000126672,38.731,0.177644355,0.002802054,0.023625103,0.00145041,0.000648077,0.004386129,0.000587905,0.018009531,0.6
"4698","1","0","1","0","0","0","0","0","0","1","0","1",0.541420885,7.473833334,7.62e-05,23.28437,0.106796543,0.001684543,0.014202981,0.00087196,0.000389612,0.002636861,0.000353438,0.010827001,3.427
"1787","2","0","1","0","0","0","0","0","0","1","0","1",311.113,7.307096774,0.022338,4419.7755,20.27182798,0.319755432,2.695971015,0.16551312,6e-05,0.500521738,0.000625,2.055151768,6.76
"3642","1","1","0","1","1","0","0","0","0","0","0","1",25.392949,7.413785759,0.006135548,1876,8.604497966,0.050143862,1.144320933,0.070253028,0.03139066,0.212449429,0.012241374,0.872321392,24.54
"4069","3","0","1","0","0","0","0","0","0","1","0","1",31.046515,7.253870968,0.008045548,2460,11.28308369,0.034551,1.500548771,0.092122841,0.014909,0.278585072,0.052338,1.264225,8.28
"1538","2","0","1","0","0","0","0","0","0","1","0","1",142.488,7.613703704,0.002616887,800.137,3.669923875,0.057887138,0.488066907,0.029963778,0.013388501,0.090612286,0.012145431,5.783,3.1675
"1523","2","1","0","1","1","0","0","0","0","0","0","1",53.51606,7.563548387,0.008530008,2608.128,11.96249044,0.188689017,1.590903767,0.097669984,0.043641183,0.29535997,0.03958927,1.383204098,30.326
"5034","1","0","1","0","0","0","0","0","0","0","0","0",12.37942297,7.473833334,0.001741207,532.39,2.441870294,0.03851657,0.324746813,0.019937105,0.008908355,0.060291019,0.008081249,0.247556069,0.309
"5197","3","0","1","0","0","0","0","0","0","1","0","1",44.88374,6.903333333,0.005298288,1620,7.430323403,0.117201383,0.988166264,0.060666261,0.027107073,0.183458462,0.022919,1.651546,9.04
"3018","1","0","1","0","0","0","0","0","0","1","0","1",2.333,7.452258065,0.000421901,129,0.591673901,0.009332703,0.078687314,0.004830832,0.002158526,0.016,0.001958115,0.05998372,1.082
"3186","2","0","1","0","0","0","0","0","0","0","0","0",2.3113,6.874193548,0.000625085,191.1255,1.2185,0.0559,0.116582575,0.007157327,0.003198057,0.021644192,1e-04,0.088871462,0.44
"5080","4","0","1","0","0","0","0","0","0","1","0","1",21.962571,7.721644038,0.00614536,1879,8.618257824,0.026002464,1.14615087,0.070365373,0.000246,0.212789167,9.89e-05,0.089382,2.35
"1901","1","0","1","0","0","0","0","0","0","1","0","1",20.51314032,7.479354839,0.002885242,882.189,4.046265168,0.063823315,0.538116919,0.033036487,0.00536573,0.098361232,0.013390914,0.410209135,2.2
"3415","3","1","0","1","1","0","0","0","0","0","0","1",26.083607,7.448,0.007705411,2356,10.80607527,0.112297,1.437110937,0.088228217,0.039422385,0.266807492,0.04613577,0.435829,20.29
"1619","3","1","0","1","1","0","0","0","0","0","0","1",40.69281587,7.992580645,0.00572358,1750.037,8.026753628,0.126609109,1.067486126,0.065535927,0.029282951,0.198184628,0.026564144,0.813749847,15.2992
"741","1","1","0","1","1","0","0","0","0","0","0","1",6.054521185,7.473833334,0.000851589,260.381,1.194268542,0.018837662,0.158826988,0.009750828,0.003,0.029487097,0.003952373,0.121074582,29.12
"5176","4","0","1","0","0","0","0","0","0","1","0","1",51.255338,7.460714286,0.008091336,2474,11.34729636,0.124872593,1.50908848,0.092647117,0.041396851,0.280170516,0.037553315,1.312532,9.59
"3079","3","1","0","1","1","0","0","0","0","0","0","1",118.302,6.915333333,0.015453932,4725.181,21.67260677,0.341850461,2.88226201,0.17695004,0.079065325,0.535107679,0.207,2.197162297,57.928
"2715","1","0","1","0","0","0","0","0","0","1","0","1",2.464769878,7.473833334,0.000346678,106,0.486181655,0.007668732,0.064657793,0.003969521,0.001773673,0.012004072,0.001608994,0.049288949,4.9795
"3246","3","1","0","1","1","0","0","0","0","0","0","1",160.3,8.015566323,0.013509653,4130.7,18.94594869,0.298841822,2.51964098,0.154687732,0.069118016,0.79,0.062700679,1.920734528,58.05
"4806","4","1","0","1","1","0","0","0","0","0","0","1",191.5019459,7.244333333,0.008935114,2731.993,12.53061205,0.197650221,1.666458837,0.102308519,0.045713786,0.309387182,0.04146944,35.91419709,38.44
"1541","2","0","1","0","0","0","0","0","0","1","0","1",150.91,7.165083333,0.003395267,1038.134,4.761525528,0.075105395,0.633240121,0.038876363,0.017370848,0.117564486,0.015758033,7.536,5.861
"535","3","0","1","0","0","0","0","0","0","1","0","1",24.36827363,7.473833334,0.002286153,1047.98303,4.80669928,0.075817938,0.639247824,0.039245193,0.01753565,0.118679849,0.006022,0.487301714,1.293
"1354","3","1","0","1","1","0","0","0","0","0","0","1",51.03407,7.091129032,0.015561268,4758,21.82313503,0.319190651,2.902280916,0.044965,0.079614477,0.538824298,0.004914794,1.9,28.65
"2775","1","0","1","0","0","0","0","0","0","0","0","0",0.488303466,7.473833334,6.87e-05,21,0.096319007,0.001519277,0.012809563,0.000786414,0.000351388,0.002378165,0.000318763,0.009764792,0.465
"3288","2","1","0","1","1","0","0","0","0","0","0","1",22.5779,7.295483871,0.007051563,2156.08,9.889118323,0.155984912,1.3151639,0.0728,0.0064,0.026,1e-04,0.1929,23.49
"3789","1","0","1","0","0","0","0","0","0","0","0","0",34.41376811,7.473833334,0.004840411,1480,6.788196689,0.107072868,0.90276918,0.055423498,0.024764486,0.167604027,0.022465201,0.68818532,0.493
"3507","1","0","1","0","0","0","0","0","0","1","0","1",7.394309633,7.473833334,0.001040034,318,1.458544964,0.023006197,0.193973378,0.011908562,0.005321018,0.036012217,0.004826982,0.147866846,5.93
"1661","4","1","0","1","1","0","0","0","0","0","0","1",99.49993369,7.53842742,0.009537751,2916.2547,8.546233442,0.086112847,1.778854637,0.109208808,0.048796993,0.330254076,0.046138858,1.35602951,38.178
"2068","3","1","0","1","1","0","0","0","0","0","0","1",356.09,8.311333333,0.028248574,8637.26,39.61582415,13.996,5.268548732,0.357,0.049,0.429,0.000473983,9.761,38.606
"276","1","1","0","1","1","0","0","0","0","0","0","1",0.020648261,7.473833334,2.9e-06,0.888,0.004072918,6.42e-05,0.000541662,3.33e-05,1.49e-05,0.000100562,1.35e-05,0.000412911,32
"5172","4","0","1","0","0","0","0","0","0","1","0","1",26.504783,6.916,0.003306524,1011,4.637072198,0.057581,0.616688946,0.037860241,0.016916821,0.11449167,0.015346161,0.783171,8.482
"2451","2","0","1","0","0","0","0","0","0","0","0","0",23.50832402,7.473833334,0.003306524,1011,4.637072198,0.073142344,0.616688946,0.037860241,0.016916821,0.11449167,0.015346161,0.470104972,0.07
"194","1","1","0","1","1","0","0","0","0","0","0","1",13.635929,8.080909118,0.001198777,826,3.788547612,0.059758236,0.503842799,0.015045696,0.0004072,0.08403533,7.22e-05,0.158588,21.287
"1517","2","1","0","1","1","0","0","0","0","0","0","1",7.339496,7.475483871,0.001548604,473.49979,2.171763315,0.034256068,0.288825011,0.017731767,0.007922959,0.05362194,0.007187343,0.251117602,17.482
"90","2","0","1","0","0","0","0","0","0","1","0","1",21.09,7.595666667,4.78e-05,1068,4.898509503,0.077266097,0.651457759,0.023386,0.000142903,0.12094669,2.65e-05,0.2,5.45
"4226","2","0","1","0","0","0","0","0","0","1","0","1",15.75799466,7.367,0.049,677.689,3.108301504,0.049028449,0.413376177,0.025378307,0.011339608,0.076745544,0.01028677,0.315118663,1.9
"1274","1","0","1","0","0","0","0","0","0","1","0","1",19.482,7.865,0.002735892,836.524,3.836817194,0.060519611,0.51026222,0.03132641,0.013997356,0.094732967,0.012697757,0.388975363,7.856
"8","2","1","0","1","1","0","0","0","0","0","0","1",297.1,6.859677419,0.021738483,6646.74,74.2,2.94,4.054372984,0.248909176,0.111218312,0.752716481,0.100892128,3.090668172,28.4
"3401","1","0","1","0","0","0","0","0","0","1","0","1",954.121103,6.901236133,0.002897706,886,4.063744775,1.16022,0.540441549,0.033179202,0.512701,0.100335924,0.325029,9.88117,9.96
"574","1","1","0","1","1","0","0","0","0","0","0","1",15.3049,7.473833334,0.007526035,2301.154,10.55451754,0.166480513,1.403656019,0.086174327,0.03850466,0.260596404,0.034929653,1.070013785,11.691
"2216","1","0","1","0","0","0","0","0","0","1","0","1",4.464488835,7.473833334,0.000627945,192,0.880630922,0.013890534,0.117116002,0.007190075,0.00321269,0.021743225,0.002914404,0.089278096,2.41
"5250","3","0","1","0","0","0","0","0","0","1","0","1",0.39427017,7.473833334,5.55e-05,16.956,0.077770718,0.001226708,0.010342807,0.000634974,0.000283721,0.001920199,0.000257378,0.007884372,8.464
"2988","1","0","1","0","0","0","0","0","0","0","0","0",4.464488835,7.473833334,0.000627945,192,0.880630922,0.013890534,0.117116002,0.007190075,0.00321269,0.021743225,0.002914404,0.089278096,0.153
"2634","1","0","1","0","0","0","0","0","0","0","0","0",3.022830982,7.473833334,0.000425171,130,0.59626052,0.009405049,0.079297293,0.00486828,0.002175259,0.014721975,1.555171429,0.060448711,0.0081
"3003","1","0","1","0","0","0","0","0","0","1","0","1",1.953213865,7.473833334,0.000274726,84,0.385276028,0.006077109,0.051238251,0.003145658,0.001405552,0.009512661,3.739602049,0.039059167,2
"3839","4","0","1","0","0","0","0","0","0","0","0","0",154.591,7.257666667,0.016992927,5195.743,23.83089556,0.37589399,3.169295031,0.194571792,0.707,0.671054,0.078867169,2.415968959,0.21
